Invluokka,feaMed1,feaMed2,feaMed3,feaMed4,feaMed5,feaMed6,feaMed7,feaMed8,suoMod
242,37.0,155.5,244.0,135.0,164.0,163.5,108.5,15.0,0.0
242,36.0,155.0,242.5,134.0,162.0,160.0,107.5,16.0,0.0
241,34.0,153.0,243.0,134.5,159.5,164.5,106.5,19.0,0.0
241,34.0,154.0,243.0,133.0,160.0,163.0,105.0,18.0,0.0
324,42.0,159.0,240.0,129.0,162.0,171.0,0.0,19.0,1.0
242,38.0,162.0,243.0,135.0,167.0,171.0,82.0,24.5,0.0
242,41.0,158.0,243.0,135.0,166.0,168.0,70.0,18.0,0.0
333,19.0,153.0,238.0,129.0,133.0,186.0,0.0,11.0,1.0
242,36.0,159.5,244.0,135.5,165.5,171.0,85.5,19.0,0.0
242,37.0,159.0,243.0,134.0,166.0,171.0,78.0,17.5,0.0
241,35.0,152.0,244.0,133.0,163.0,164.0,79.0,16.0,0.0
241,37.0,159.0,243.0,134.5,166.5,164.0,109.5,20.0,0.0
242,43.0,167.0,243.0,135.0,173.0,173.0,55.0,21.0,0.0
242,43.0,168.5,244.0,136.0,173.0,174.0,52.0,24.5,0.0
242,42.0,168.0,243.0,136.0,172.0,173.5,64.5,24.0,0.0
242,41.0,163.0,243.0,134.0,171.0,174.0,56.0,21.0,0.0
242,42.0,166.0,243.0,135.0,171.0,173.0,64.0,23.0,0.0
242,44.0,167.0,243.0,135.0,172.0,172.0,58.0,24.0,0.0
242,42.0,167.0,243.0,136.5,170.5,172.0,55.5,24.5,0.0
242,44.0,164.0,243.0,133.0,171.0,171.0,49.0,26.0,0.0
242,41.0,161.0,244.0,134.0,169.0,164.0,47.0,22.0,0.0
242,41.0,161.0,244.0,134.0,169.0,168.0,47.0,22.0,0.0
242,41.0,166.0,243.0,136.0,171.0,173.0,65.0,22.0,0.0
242,41.0,168.0,243.0,137.0,172.0,177.0,61.5,23.5,0.0
242,43.0,156.0,244.0,133.0,168.0,161.0,65.0,24.0,0.0
242,44.0,163.0,242.0,134.0,170.0,170.0,49.0,21.0,0.0
242,42.5,159.5,242.0,135.0,167.0,167.0,63.5,21.0,0.0
242,43.0,151.0,242.0,133.0,164.0,159.0,55.0,19.0,0.0
322,58.0,164.0,237.0,127.0,160.0,178.0,0.0,17.5,1.0
263,47.0,160.0,241.0,135.0,172.0,166.0,36.0,30.0,1.0
241,45.0,146.0,242.0,125.0,159.0,152.0,17.0,19.0,0.0
241,48.0,128.0,242.0,126.0,143.0,133.0,1.0,11.0,0.0
241,48.5,132.0,242.0,126.5,148.0,139.0,0.0,13.5,0.0
231,52.0,126.5,237.0,127.0,135.0,132.5,0.0,3.0,0.0
241,44.0,138.0,243.0,126.5,151.0,142.0,3.0,9.0,0.0
241,47.0,133.0,243.0,126.5,149.0,138.0,7.5,10.0,0.0
241,43.0,127.0,244.0,131.0,147.0,132.0,8.0,9.0,0.0
430,1.0,146.0,241.0,135.0,114.0,195.5,0.0,1.0,0.0
321,39.0,142.0,243.0,133.0,153.0,145.0,3.0,17.0,0.0
333,29.0,127.0,245.0,133.0,141.0,123.0,0.0,12.0,1.0
241,47.0,134.0,243.0,127.0,152.0,138.0,0.0,17.0,0.0
241,48.5,130.0,241.5,129.5,143.5,134.0,0.0,11.0,0.0
241,45.0,129.0,244.0,130.0,147.0,130.0,32.0,16.0,0.0
251,42.0,162.0,242.0,139.0,166.0,177.0,76.0,41.0,0.0
251,42.0,166.0,243.0,138.0,168.0,168.0,85.0,41.0,0.0
251,31.0,156.0,242.0,136.0,161.0,159.0,51.0,36.0,0.0
241,45.0,151.0,244.0,132.0,162.0,151.0,52.0,24.0,0.0
311,35.0,154.0,242.0,137.0,159.0,161.0,39.0,31.0,0.0
251,46.0,173.0,243.0,140.5,170.5,172.0,81.0,36.0,0.0
252,44.0,169.0,242.0,137.0,170.0,180.0,87.0,41.0,0.0
251,28.5,161.5,242.0,136.0,168.0,180.0,67.0,44.5,0.0
251,44.0,158.0,245.0,138.0,166.0,151.0,78.0,42.0,0.0
262,52.0,163.0,244.0,138.0,172.0,161.0,54.0,48.0,0.0
242,45.0,143.0,244.0,130.0,158.0,150.0,33.5,21.0,0.0
262,49.0,145.0,241.0,131.0,157.0,154.0,12.0,31.0,0.0
242,45.0,151.0,244.0,131.5,162.5,154.5,49.0,23.0,0.0
263,52.0,154.0,244.0,137.5,168.0,157.5,1.0,42.0,1.0
262,49.0,153.0,242.0,133.0,161.0,161.0,14.0,23.0,0.0
251,47.0,171.0,244.0,140.0,170.5,165.5,89.0,36.0,0.0
242,48.0,153.0,242.0,127.0,164.0,161.0,45.0,23.0,0.0
430,6.0,144.0,240.0,132.0,100.0,187.0,0.0,1.0,0.0
262,51.0,147.0,243.0,130.0,160.0,156.0,44.0,26.0,0.0
242,49.0,146.0,243.0,126.0,162.0,157.0,50.0,24.0,0.0
242,46.0,149.0,243.0,129.0,161.5,153.5,41.0,20.0,0.0
251,45.5,160.0,244.0,138.0,167.0,160.5,71.0,35.5,0.0
242,48.0,153.0,243.0,130.0,162.0,163.0,54.0,22.0,0.0
242,44.0,148.0,244.0,127.0,159.5,157.0,46.5,18.5,0.0
242,52.0,158.0,241.0,129.0,163.0,160.0,57.0,24.0,0.0
242,51.0,158.0,241.0,128.0,163.0,156.0,60.0,30.0,0.0
242,56.0,165.0,240.0,130.0,169.0,169.0,60.0,31.0,0.0
251,47.0,163.0,243.0,133.0,164.0,153.0,78.0,26.0,0.0
262,45.0,168.0,243.0,137.0,169.0,157.0,79.0,33.0,0.0
263,45.0,165.5,242.0,135.0,167.5,163.0,77.5,34.5,0.0
242,40.0,154.0,238.0,131.0,160.0,157.0,45.0,24.0,0.0
262,52.0,159.0,241.0,127.0,163.0,162.0,65.0,25.0,0.0
262,54.0,161.5,242.0,132.5,165.0,166.0,65.5,27.0,0.0
242,41.0,161.0,242.0,135.0,164.0,160.0,74.0,32.0,0.0
242,40.0,163.0,243.0,135.0,165.0,158.0,82.0,35.0,0.0
251,43.0,165.0,242.0,133.0,168.0,163.0,87.0,37.0,0.0
331,47.0,166.0,242.0,138.0,171.0,163.0,1.0,43.0,1.0
262,54.0,169.0,241.0,134.0,171.0,172.0,82.0,32.0,0.0
242,42.0,150.0,242.0,128.0,158.0,157.0,45.0,19.0,0.0
263,53.0,170.0,241.0,133.0,169.0,167.0,78.0,29.0,0.0
262,60.0,162.5,239.0,130.0,166.5,169.5,34.5,33.5,0.0
242,50.0,153.0,244.0,131.0,161.0,153.0,62.0,21.0,0.0
241,38.0,138.0,243.0,129.0,150.0,142.0,2.0,18.0,0.0
242,43.0,167.0,243.0,135.0,171.0,162.0,85.0,43.0,0.0
252,47.0,175.0,243.0,137.0,173.0,164.0,86.0,41.0,0.0
242,47.0,173.5,243.0,139.5,171.0,159.0,91.5,44.5,0.0
242,47.0,173.5,243.0,139.5,171.0,159.0,91.5,44.5,0.0
242,44.0,168.0,244.0,134.0,171.0,164.0,66.5,32.5,0.0
321,43.5,165.5,244.0,134.0,171.0,164.5,53.0,30.5,0.0
241,43.0,152.0,244.0,133.0,165.0,152.0,57.0,32.0,0.0
241,43.0,152.0,244.0,133.0,165.0,152.0,57.0,32.0,0.0
242,42.0,154.0,244.0,133.0,165.0,152.0,57.0,30.0,0.0
331,35.0,123.0,244.0,133.0,146.0,126.0,0.0,28.0,1.0
242,46.0,155.0,244.0,135.0,168.0,158.0,64.0,32.0,0.0
321,44.0,156.0,243.0,135.0,165.0,158.0,3.0,32.0,0.0
321,41.0,156.0,241.0,134.0,162.0,165.0,1.0,35.0,1.0
242,44.0,155.0,244.0,130.0,167.0,167.0,18.0,22.0,0.0
242,43.0,154.0,242.0,128.0,166.0,162.0,27.0,25.0,0.0
252,46.0,174.0,243.0,141.0,173.0,165.0,87.0,34.0,0.0
252,49.0,175.0,244.0,138.0,173.0,162.0,89.0,35.0,0.0
252,47.0,177.0,243.0,139.0,174.0,167.0,103.0,32.0,0.0
220,42.5,146.5,239.5,133.5,155.0,146.5,39.0,23.5,0.0
242,39.0,162.0,241.0,136.0,169.0,161.0,61.0,27.0,0.0
252,44.5,168.0,242.0,135.0,171.0,164.0,80.5,34.0,0.0
242,42.0,161.0,241.0,136.0,173.0,166.0,59.0,35.0,0.0
242,45.0,173.0,243.0,138.0,172.0,167.0,76.0,32.0,0.0
242,45.0,164.0,244.0,135.5,168.0,164.0,80.5,28.5,0.0
430,2.0,145.0,241.5,131.0,116.0,189.0,0.0,1.0,0.0
241,40.0,139.0,242.0,128.0,148.0,148.0,33.0,10.0,0.0
252,45.0,163.0,243.0,135.0,171.5,158.0,56.5,38.0,0.0
251,44.0,153.0,243.0,132.0,166.0,148.0,23.0,35.0,0.0
220,47.5,131.0,238.5,137.5,144.5,150.5,20.5,13.0,0.0
321,42.0,163.0,242.0,138.0,164.0,166.0,0.0,21.0,1.0
321,44.0,172.0,240.0,137.0,168.0,179.0,2.0,28.0,1.0
251,44.0,166.0,242.0,135.0,171.0,168.0,73.5,29.0,0.0
251,55.0,187.0,242.0,144.0,176.0,177.0,84.0,40.0,0.0
251,49.0,176.0,241.0,141.0,174.0,175.0,68.0,47.5,0.0
251,46.0,179.0,242.0,144.0,173.0,176.0,83.0,41.0,0.0
251,39.0,170.0,241.0,139.0,175.0,194.0,66.0,40.0,0.0
251,46.0,177.0,241.0,138.0,175.0,187.0,77.0,34.0,0.0
251,47.0,184.0,241.0,144.0,176.0,193.0,91.0,45.0,0.0
251,47.0,183.0,241.0,141.0,173.0,197.0,88.0,48.0,0.0
251,50.0,182.0,242.0,141.0,176.0,192.0,75.5,33.5,0.0
252,40.0,180.0,242.0,144.0,175.0,193.0,101.5,47.0,0.0
251,47.0,179.0,242.0,141.0,174.0,182.0,76.0,39.0,0.0
263,39.0,167.0,242.0,135.0,169.0,182.0,59.0,27.0,0.0
263,26.0,153.5,241.0,136.0,156.5,173.0,75.0,40.0,0.0
252,45.0,180.0,242.0,142.0,174.0,173.0,100.0,42.0,0.0
252,46.0,176.0,243.0,140.5,174.0,170.5,78.0,34.0,0.0
251,28.0,167.0,241.0,142.0,167.0,187.0,72.0,46.0,0.0
263,50.0,185.0,243.0,141.0,180.0,179.0,77.0,50.0,1.0
251,50.0,183.0,241.0,142.0,177.0,171.0,105.0,42.0,0.0
321,47.0,153.0,244.0,130.0,163.0,155.0,1.5,22.0,0.0
251,49.0,183.0,242.0,142.0,176.0,177.0,93.0,41.0,0.0
251,40.0,173.0,241.0,139.0,175.0,167.0,76.0,27.0,0.0
252,45.5,177.5,242.0,140.0,175.0,172.5,97.5,29.0,0.0
242,46.5,168.5,243.0,134.5,168.5,169.0,78.5,18.5,0.0
321,46.0,165.0,242.0,132.0,169.0,169.0,0.0,24.0,1.0
242,48.0,157.0,242.0,131.0,163.0,165.0,31.0,8.0,0.0
251,45.0,178.0,243.0,143.0,171.0,183.0,117.0,47.0,0.0
322,42.0,168.0,243.0,134.0,164.0,183.0,76.0,13.0,0.0
322,56.0,181.5,243.0,139.5,175.5,178.0,18.0,34.5,1.0
322,56.0,176.0,245.0,141.0,174.5,170.0,15.5,38.0,1.0
241,46.0,164.0,242.0,135.0,161.0,166.0,58.0,37.0,0.0
242,47.0,150.0,244.0,133.0,160.0,152.0,0.0,20.0,1.0
232,47.0,142.5,243.0,132.0,151.5,148.0,24.0,17.0,0.0
232,46.0,134.5,242.0,132.5,145.0,143.0,15.0,10.5,0.0
333,44.0,146.0,241.0,130.0,155.0,149.0,0.0,17.0,1.0
232,48.0,132.0,241.0,128.0,144.0,140.0,0.0,9.0,0.0
430,7.0,141.0,244.0,134.0,124.0,133.0,0.0,1.0,0.0
242,47.0,167.0,243.0,138.0,169.0,169.0,61.0,24.0,0.0
242,47.0,158.0,244.0,133.0,169.0,166.0,64.0,27.0,0.0
251,54.0,178.0,241.0,142.0,174.0,176.0,66.0,29.0,0.0
241,48.0,143.0,243.0,132.0,158.0,153.0,0.0,22.0,0.0
241,49.0,136.0,240.0,131.0,145.0,143.0,0.0,13.0,0.0
241,49.0,137.0,242.0,129.0,149.0,142.0,0.0,11.0,0.0
242,49.0,142.0,242.0,129.0,155.0,148.0,0.0,17.0,0.0
263,37.0,164.0,241.0,139.0,168.0,160.0,56.0,46.0,0.0
333,37.0,142.0,242.0,132.0,156.0,141.0,0.0,27.0,1.0
331,49.0,165.0,242.0,139.0,168.0,161.0,17.0,35.0,0.0
322,39.0,153.0,244.0,137.0,166.0,161.0,2.0,36.0,1.0
263,47.0,178.0,242.0,144.0,174.0,171.0,91.0,47.0,0.0
313,46.0,174.0,243.0,141.0,171.0,163.5,71.0,37.5,0.0
242,40.0,170.0,240.0,136.0,167.0,193.0,17.0,14.0,0.0
242,36.0,172.0,240.0,139.0,169.0,205.0,41.0,20.0,0.0
242,49.0,180.0,239.0,140.0,173.0,188.0,41.5,20.5,0.0
242,48.0,166.0,240.0,136.0,165.0,166.0,0.0,18.0,0.0
252,56.0,193.0,242.0,145.0,180.0,185.0,114.0,46.0,0.0
252,54.0,188.0,242.0,143.0,176.0,180.0,76.0,40.0,0.0
242,36.0,160.0,242.0,134.0,165.0,171.0,105.0,16.0,0.0
242,43.0,163.0,244.0,134.0,168.0,165.0,26.0,27.0,0.0
242,43.0,169.0,243.0,136.0,171.0,178.0,66.0,23.0,0.0
242,37.0,166.0,243.0,134.0,169.5,177.5,78.5,25.0,0.0
252,51.0,187.0,242.0,146.0,178.0,180.0,106.0,42.0,0.0
242,50.0,182.0,243.0,140.0,178.0,181.0,99.0,22.0,0.0
242,47.0,185.0,243.0,144.0,181.0,183.0,157.0,29.0,0.0
242,41.0,161.5,243.0,133.0,168.0,172.5,63.0,21.5,0.0
242,41.5,160.5,244.0,133.0,167.5,168.0,75.0,18.0,0.0
242,47.0,171.0,243.0,137.0,169.0,171.0,67.0,29.0,0.0
242,42.0,154.0,244.0,132.0,163.0,156.0,54.0,17.0,0.0
242,42.0,160.0,244.0,133.5,168.0,165.0,0.0,25.0,0.0
242,40.0,160.0,243.0,132.0,170.0,167.0,57.0,21.0,0.0
333,43.0,147.0,240.0,130.0,155.0,168.0,0.0,22.0,1.0
242,44.0,165.0,243.0,134.0,172.0,170.0,1.0,24.0,0.0
242,43.0,167.0,243.0,136.0,172.0,168.0,1.0,32.0,0.0
242,44.0,163.0,244.0,134.0,169.0,162.0,74.0,21.0,0.0
251,43.0,169.0,243.0,136.0,172.0,169.0,68.0,24.0,0.0
242,43.0,165.0,243.0,134.5,172.0,169.5,1.0,27.0,0.0
251,45.0,174.0,243.0,138.0,175.0,171.0,77.0,28.0,0.0
242,41.0,165.0,244.0,136.0,170.0,167.0,68.0,22.0,0.0
242,41.0,165.0,244.0,136.0,168.0,163.0,65.0,22.0,0.0
312,46.0,172.0,243.0,139.5,173.0,172.0,74.5,38.5,1.0
242,45.0,163.0,242.0,132.0,171.0,168.0,40.0,29.0,0.0
242,43.0,168.5,243.0,135.5,171.5,167.5,65.0,32.0,0.0
242,47.0,171.0,243.0,137.0,172.0,171.0,78.0,27.0,0.0
242,40.0,161.5,244.0,134.5,169.0,162.5,52.0,26.5,0.0
242,40.5,168.0,243.0,137.0,172.0,170.0,73.5,26.0,0.0
242,42.0,170.0,243.0,138.0,173.0,171.0,71.0,28.0,0.0
242,42.0,158.0,243.0,133.0,166.0,159.0,0.0,25.0,0.0
242,44.0,154.0,244.0,131.0,162.0,157.0,25.0,20.0,0.0
242,46.0,153.0,244.0,130.0,163.0,157.0,9.0,21.0,0.0
242,45.0,153.0,244.0,130.0,161.0,154.0,42.0,19.0,0.0
242,45.0,154.0,243.0,130.0,161.0,155.0,7.0,20.0,0.0
242,42.0,149.0,244.0,129.0,160.0,152.0,24.0,18.0,0.0
241,47.0,128.0,242.0,129.0,142.0,134.0,0.0,12.0,0.0
241,47.0,138.0,242.0,126.5,149.0,140.0,0.0,11.0,0.0
242,44.0,137.5,244.0,129.0,153.0,140.5,0.0,11.0,0.0
262,63.0,164.0,243.0,136.0,172.0,159.0,0.0,57.0,0.0
241,44.0,127.0,244.0,133.0,145.0,130.0,28.0,11.0,0.0
220,58.0,96.5,233.0,134.0,130.5,126.0,0.0,16.0,0.0
242,47.0,115.0,244.0,134.0,143.0,128.0,0.0,14.0,0.0
220,54.0,97.0,238.0,137.0,124.0,126.0,0.0,9.0,0.0
242,51.0,111.0,241.0,136.0,146.5,124.5,0.0,17.0,0.0
262,50.0,134.0,242.0,131.0,156.0,147.0,0.0,27.0,1.0
242,41.0,116.0,242.0,137.0,139.0,119.0,0.0,11.0,0.0
220,52.0,109.0,236.0,134.0,127.0,129.0,0.0,13.0,0.0
242,57.5,107.0,235.0,131.0,125.0,131.0,0.0,9.0,0.0
220,44.0,106.0,239.0,140.0,127.0,120.0,0.0,13.0,0.0
241,42.0,109.0,241.0,141.0,125.0,114.0,0.0,8.0,0.0
104,43.0,101.0,239.0,147.0,114.5,109.0,0.0,6.5,0.0
241,42.0,111.0,241.0,142.0,128.0,117.0,0.0,7.0,0.0
241,43.0,106.0,241.0,144.0,132.0,112.0,0.0,14.0,0.0
241,46.0,117.0,241.0,140.0,134.0,121.0,0.0,7.0,0.0
241,44.0,104.0,239.0,146.0,126.0,114.0,0.0,10.0,0.0
241,42.0,118.0,243.0,139.0,134.0,118.0,0.0,12.0,0.0
241,43.0,113.0,243.0,139.0,134.0,119.0,0.0,14.0,0.0
241,44.0,115.0,242.0,138.0,135.0,123.0,0.0,8.0,0.0
104,43.0,105.0,237.0,142.0,116.0,119.0,0.0,7.0,0.0
104,41.5,116.5,240.5,143.0,127.0,113.5,0.0,17.0,0.0
262,40.0,122.0,243.5,142.5,139.5,117.0,1.0,23.0,0.0
104,42.0,108.0,240.0,143.0,125.0,114.0,0.0,12.0,0.0
262,42.0,112.0,242.0,140.0,126.0,117.0,0.0,9.0,0.0
242,44.0,114.0,243.0,143.0,135.0,126.0,0.0,10.0,0.0
241,44.0,114.0,242.0,139.0,139.0,119.0,0.0,18.0,0.0
242,43.0,144.5,245.0,134.0,160.5,145.0,51.0,18.5,0.0
241,44.0,145.0,244.0,132.0,159.0,157.0,31.5,14.0,0.0
241,42.0,137.0,243.0,134.0,156.0,141.0,26.0,19.0,0.0
241,44.0,132.0,245.0,131.0,148.0,139.0,27.0,11.0,0.0
241,45.0,140.0,244.0,131.0,154.0,139.0,0.0,15.0,0.0
241,43.0,131.0,245.0,132.0,150.0,134.0,31.0,13.0,0.0
242,44.0,148.5,244.5,132.0,165.0,151.5,45.0,25.5,0.0
242,44.0,153.0,244.0,132.0,163.0,156.0,42.0,25.0,0.0
242,44.0,147.0,245.0,133.0,156.0,151.0,41.0,18.0,0.0
241,44.0,126.0,242.0,136.0,139.0,135.0,12.5,15.5,0.0
241,45.0,134.0,244.0,131.0,152.0,139.0,32.0,18.0,0.0
323,41.5,147.5,244.0,129.0,160.0,149.0,3.0,22.0,1.0
332,45.0,149.0,241.0,131.0,162.0,167.0,0.0,33.0,1.0
332,42.0,143.0,243.0,132.0,160.0,152.0,0.0,34.0,1.0
241,49.0,142.0,240.0,131.0,149.0,143.0,0.0,13.0,0.0
242,47.0,160.0,242.0,132.0,165.0,159.0,0.0,19.0,0.0
241,50.0,129.0,241.5,131.0,144.5,142.0,0.0,7.0,0.0
242,46.0,144.5,244.0,130.0,161.5,150.0,0.0,15.5,0.0
241,49.0,131.0,242.0,129.0,145.0,134.0,0.0,7.0,0.0
241,49.0,132.0,242.0,126.0,145.0,137.0,0.0,9.0,0.0
242,44.0,140.0,244.0,127.0,153.5,144.5,32.5,6.5,0.0
241,43.5,128.0,245.0,130.0,147.0,130.0,27.0,7.5,0.0
242,43.0,144.0,244.0,128.0,159.0,151.5,44.5,10.0,0.0
242,44.0,141.0,244.0,130.0,156.0,146.0,48.0,8.0,0.0
241,43.5,137.0,245.0,130.5,151.0,140.0,38.0,11.0,0.0
241,43.5,136.5,246.0,133.0,152.0,136.5,31.5,15.0,0.0
313,46.0,163.0,242.0,137.0,169.0,163.0,46.0,31.0,0.0
322,48.0,164.0,240.0,133.0,165.0,167.0,2.0,24.0,0.0
241,45.0,133.0,243.0,133.0,148.0,135.0,21.0,16.0,0.0
333,31.0,139.0,244.0,133.0,151.0,146.0,3.0,19.0,1.0
262,43.0,160.0,244.0,138.0,168.0,150.0,59.0,39.0,0.0
332,33.0,132.0,245.0,136.0,151.0,131.0,4.0,25.0,1.0
333,30.0,135.0,245.0,133.0,152.0,137.0,0.0,24.0,1.0
241,45.0,126.0,244.0,133.0,144.0,127.0,19.0,13.0,0.0
241,45.0,127.0,244.0,132.0,144.0,128.0,20.0,12.0,0.0
242,49.0,148.0,243.0,130.0,160.0,151.0,0.0,18.0,0.0
241,46.0,131.0,245.0,133.0,149.0,134.0,31.0,14.0,0.0
263,46.0,164.0,244.0,141.0,170.0,164.0,74.0,39.0,0.0
242,49.0,149.0,243.0,131.5,157.5,148.5,0.0,17.0,0.0
323,39.0,140.0,241.0,137.0,160.0,148.0,4.0,30.0,0.0
241,46.0,138.0,241.0,132.0,148.5,141.5,10.0,10.5,0.0
313,48.0,160.0,240.0,134.0,167.0,166.0,40.0,30.0,0.0
241,51.0,132.0,239.0,129.0,143.0,140.0,0.0,7.0,0.0
232,51.0,133.0,238.0,132.0,142.0,140.0,0.0,8.0,0.0
242,52.0,165.5,241.5,137.5,170.0,160.5,4.5,31.0,0.0
252,56.0,194.0,241.0,144.0,180.0,189.0,79.0,43.0,0.0
263,49.0,169.0,243.0,147.0,169.0,170.0,87.0,38.0,0.0
263,55.0,192.5,242.0,147.0,176.5,188.0,124.5,43.5,0.0
252,48.0,181.0,241.0,145.0,175.0,174.0,95.0,46.0,0.0
242,48.0,180.0,243.0,142.0,177.0,184.0,101.0,24.0,0.0
242,47.0,161.0,244.0,133.0,165.0,167.0,47.0,21.0,0.0
242,43.0,148.0,244.0,136.0,160.5,151.5,30.0,17.5,0.0
263,51.0,188.0,242.0,145.0,176.0,173.0,118.0,46.0,0.0
252,66.5,206.0,240.0,151.5,180.0,171.0,105.5,49.0,0.0
252,68.0,206.0,240.0,149.0,180.0,171.0,71.0,47.0,0.0
242,42.0,150.0,245.0,138.0,161.0,145.0,49.0,20.0,0.0
242,42.0,145.0,245.0,132.0,159.0,142.0,37.0,19.0,0.0
242,42.0,137.0,245.0,136.0,152.0,136.0,26.0,18.0,0.0
104,40.0,110.0,243.0,151.0,128.0,111.0,14.0,12.0,0.0
242,46.0,162.0,244.0,137.0,165.5,164.0,47.5,26.5,0.0
232,44.0,138.0,243.0,130.0,154.5,141.5,25.5,14.0,0.0
232,42.0,135.0,245.0,131.0,152.0,134.0,28.0,13.0,0.0
232,44.0,133.0,244.0,133.0,152.0,135.0,28.0,15.0,0.0
241,48.0,156.0,244.0,134.0,164.0,154.0,39.0,24.0,0.0
232,48.0,123.0,242.0,128.0,140.0,131.0,0.0,13.0,0.0
323,42.0,137.0,244.0,129.0,152.0,149.0,2.0,20.0,0.0
241,45.0,130.0,244.0,128.0,148.0,132.0,0.0,14.0,0.0
232,47.0,130.0,242.0,130.0,143.0,135.0,0.0,10.0,0.0
232,47.0,133.0,244.0,131.0,148.0,134.0,4.0,12.0,0.0
232,45.0,125.5,243.0,133.0,141.0,129.0,22.5,8.5,0.0
241,44.0,129.0,244.0,131.0,145.0,132.0,29.0,11.0,0.0
241,46.0,153.0,245.0,133.5,165.0,151.0,45.0,25.0,0.0
241,47.0,147.0,244.0,130.0,159.0,151.0,37.0,15.0,0.0
252,48.0,186.0,243.0,144.0,176.0,175.0,95.0,38.0,0.0
263,51.5,189.0,242.0,147.5,176.0,176.0,96.5,42.5,0.0
263,50.0,188.0,242.0,145.0,176.0,178.0,108.0,44.0,0.0
242,46.5,178.5,243.0,140.5,172.5,174.0,116.0,23.5,0.0
242,45.0,167.5,243.0,136.0,171.0,163.5,97.5,20.0,0.0
263,46.0,180.0,243.0,143.0,175.0,169.0,112.0,39.0,0.0
263,46.0,182.5,243.0,145.5,173.0,170.0,112.5,37.0,0.0
311,49.0,178.0,243.0,140.0,173.0,167.0,73.0,38.0,0.0
263,52.5,188.5,242.5,146.0,175.5,177.0,144.0,41.5,0.0
263,52.0,189.5,242.0,145.0,177.0,178.0,135.5,44.5,0.0
263,51.0,187.0,243.0,143.0,177.0,177.0,106.0,32.0,0.0
252,48.0,180.0,244.0,146.0,177.0,176.0,119.0,41.0,0.0
251,55.0,193.0,242.0,146.0,179.0,185.0,88.0,36.0,0.0
242,46.0,179.0,244.0,144.0,176.0,174.0,124.0,27.0,0.0
242,46.0,181.0,244.0,143.0,178.0,175.0,142.0,37.0,0.0
242,50.0,178.0,243.0,141.0,174.0,170.0,96.0,25.0,0.0
251,47.0,169.0,243.0,135.0,170.0,167.0,76.0,25.0,0.0
241,29.0,159.0,243.0,136.0,163.0,174.0,89.0,6.0,0.0
251,40.0,168.0,242.0,138.0,171.0,176.0,128.0,16.0,0.0
242,35.0,168.0,242.0,138.0,170.0,187.0,69.0,11.0,0.0
241,32.0,164.0,242.0,136.0,165.0,185.0,101.0,7.0,0.0
242,47.0,174.0,243.0,139.0,172.0,171.0,106.0,17.0,0.0
321,45.0,156.0,243.0,131.0,164.0,160.0,2.0,22.0,0.0
262,41.0,125.0,245.0,133.0,148.0,132.0,3.0,17.0,0.0
263,48.0,184.0,242.0,144.0,178.0,184.5,115.5,39.0,0.0
242,49.0,189.0,242.0,145.0,178.0,190.0,104.0,33.0,0.0
263,48.0,185.0,243.0,145.0,178.0,179.0,100.0,34.0,0.0
242,52.0,171.5,243.0,142.0,173.5,167.0,74.5,20.5,0.0
241,46.0,134.0,242.0,130.0,149.0,136.0,3.0,10.0,0.0
232,41.0,142.0,242.0,132.0,154.0,144.0,41.0,12.0,0.0
241,43.0,157.0,243.0,130.0,165.0,160.0,32.0,11.0,0.0
241,37.0,163.0,243.0,136.0,167.0,172.0,93.0,14.0,0.0
102,42.0,142.0,242.0,134.0,153.0,145.5,25.5,19.0,0.0
242,50.5,182.5,242.0,143.5,173.5,185.5,79.5,29.0,0.0
242,47.0,176.0,241.0,135.0,170.0,181.0,39.0,23.0,0.0
105,41.0,134.0,243.0,139.0,159.0,140.0,26.0,34.0,0.0
232,47.0,127.0,243.0,129.0,144.0,135.0,0.0,13.0,0.0
101,43.0,114.0,243.0,141.0,130.0,124.0,0.0,8.0,0.0
220,47.0,116.0,238.0,136.0,130.0,130.0,0.0,10.0,0.0
241,43.0,155.0,244.0,134.0,165.0,155.0,51.0,27.0,0.0
241,43.0,157.5,243.0,132.5,165.0,158.0,31.5,31.0,0.0
242,36.0,161.5,242.5,137.0,165.5,166.5,52.5,58.0,0.0
242,35.0,150.0,243.0,132.0,155.0,167.0,34.0,36.0,0.0
430,95.0,77.0,214.0,173.0,105.0,166.0,0.0,1.0,0.0
242,42.0,149.0,245.0,132.0,162.0,154.0,47.0,19.0,0.0
242,43.0,149.0,244.0,131.0,158.0,151.0,22.0,19.0,0.0
262,47.0,147.0,243.0,129.0,154.0,151.0,43.0,18.0,0.0
242,37.0,150.0,243.0,132.0,160.0,145.0,56.0,30.0,0.0
241,41.0,137.0,245.0,130.0,153.0,139.0,27.0,15.0,0.0
232,44.0,134.0,243.0,130.0,147.0,138.0,0.0,16.0,0.0
241,41.0,134.0,243.0,129.0,148.0,135.0,26.0,15.0,0.0
241,41.0,136.5,243.0,133.0,149.0,138.5,27.5,13.0,0.0
232,44.0,130.0,241.0,131.0,142.0,138.0,0.0,10.0,0.0
241,40.0,163.0,242.0,133.0,165.0,170.0,74.0,23.0,0.0
242,35.0,156.5,243.0,132.0,163.0,164.0,52.5,18.5,0.0
241,42.0,150.0,243.0,133.0,161.0,159.0,32.0,19.0,0.0
