Invluokka,feaMed1,feaMed2,feaMed3,feaMed4,feaMed5,feaMed6,feaMed7,feaMed8,suoMod
333,36.0,144.0,242.0,132.0,156.0,157.0,1.0,23.0,1.0
333,39.0,149.0,242.0,132.0,159.0,160.0,2.0,23.0,1.0
333,38.0,145.0,243.0,134.0,157.0,155.0,0.0,25.0,1.0
242,43.0,155.0,244.0,134.0,165.0,158.0,71.0,21.0,0.0
252,39.5,167.5,241.0,139.5,170.5,172.0,87.0,48.0,0.0
252,41.0,169.0,241.0,140.0,172.0,174.0,82.0,49.0,0.0
251,28.0,160.0,242.0,135.0,169.0,166.0,91.5,31.0,0.0
242,42.0,157.0,244.0,134.0,169.0,166.0,77.0,25.0,0.0
242,43.0,153.0,244.0,133.0,165.0,164.0,80.0,21.0,0.0
333,28.0,145.0,244.0,135.0,161.0,153.0,0.0,33.0,1.0
333,26.0,144.0,244.0,135.0,157.0,153.0,0.0,30.0,1.0
333,29.0,144.0,244.0,134.0,163.0,159.0,0.0,36.0,1.0
333,27.0,143.5,245.0,135.5,153.0,152.5,0.0,26.0,1.0
333,24.5,141.0,244.0,132.5,150.0,149.0,0.0,25.0,1.0
252,46.0,179.0,242.0,145.0,173.0,180.0,118.0,48.0,0.0
333,27.0,139.0,244.0,133.0,148.0,142.0,0.0,23.0,1.0
333,24.0,133.0,245.0,135.0,144.0,146.0,0.0,23.0,1.0
333,23.0,130.0,246.0,134.0,142.0,144.0,0.0,22.0,1.0
333,21.0,130.0,245.0,135.0,141.0,137.0,0.0,20.0,1.0
333,29.0,135.0,246.0,134.0,151.0,143.0,0.0,21.0,1.0
333,27.0,121.0,248.0,136.0,147.0,120.0,0.0,21.0,1.0
333,27.0,133.0,245.0,133.0,150.5,151.0,0.0,22.0,1.0
332,29.0,116.0,249.0,136.0,151.0,120.0,0.0,27.0,1.0
333,33.0,146.0,245.0,132.5,162.0,140.0,0.0,36.0,1.0
333,22.0,135.0,244.0,133.0,138.0,133.0,0.0,15.0,1.0
333,23.0,131.0,245.0,134.0,138.5,133.5,0.0,12.5,1.0
333,35.0,149.0,244.0,132.0,160.0,155.0,0.0,35.0,1.0
333,26.0,139.0,245.0,133.0,148.0,143.0,0.0,28.0,1.0
323,56.0,171.0,236.0,133.0,167.0,194.0,0.0,25.0,1.0
263,44.0,178.0,242.0,142.0,176.0,181.0,99.0,45.0,0.0
333,35.0,140.0,244.0,134.0,160.0,145.0,0.0,33.0,1.0
241,41.0,152.5,244.0,134.0,164.0,159.5,70.0,20.0,0.0
333,39.5,146.0,242.0,130.0,154.0,160.5,0.0,21.0,1.0
323,45.5,154.5,240.0,132.0,160.0,161.0,13.5,25.0,1.0
333,35.0,150.0,243.0,132.0,163.0,161.0,0.0,30.0,1.0
332,44.0,151.0,242.5,138.0,163.0,157.0,0.0,37.0,1.0
332,44.0,143.0,243.0,131.0,153.0,147.0,0.0,27.0,1.0
333,32.0,144.0,242.0,132.0,151.0,152.0,0.0,21.0,1.0
333,35.0,144.0,243.0,135.0,156.0,156.0,1.0,22.0,1.0
333,38.0,142.0,244.0,134.0,158.5,145.5,1.0,29.5,1.0
241,43.0,153.0,244.0,134.0,165.0,157.0,66.0,23.0,0.0
263,42.0,173.5,241.0,141.0,173.5,173.5,87.0,51.5,0.0
263,47.0,167.0,241.0,142.0,172.0,180.0,120.0,36.0,0.0
263,55.0,182.0,243.0,146.0,178.0,190.0,18.0,52.0,0.0
242,43.0,149.0,245.0,132.0,164.0,162.0,78.0,22.0,0.0
333,31.0,144.0,244.0,132.0,151.0,147.0,0.0,24.0,1.0
332,25.0,143.0,244.0,133.0,155.0,150.0,0.0,30.0,1.0
332,28.0,141.0,244.0,134.0,162.0,155.0,0.0,39.0,1.0
333,26.0,142.0,244.0,134.0,156.0,154.0,0.0,30.0,1.0
333,26.0,139.0,245.0,135.0,153.0,148.0,0.0,29.0,1.0
333,29.0,138.0,244.0,134.0,150.0,146.0,0.0,19.0,1.0
252,38.0,169.0,242.0,140.0,168.0,167.0,119.0,40.0,0.0
333,24.5,132.0,245.0,133.5,147.0,145.0,0.0,22.5,1.0
333,27.0,129.0,246.0,134.0,144.0,139.0,0.0,24.0,1.0
333,24.0,130.0,246.0,134.0,144.0,138.0,0.0,23.0,1.0
333,25.0,122.0,247.0,135.0,140.0,117.0,0.0,20.0,1.0
312,42.0,153.0,245.0,139.0,166.0,160.0,2.0,35.0,1.0
312,46.0,160.0,244.0,140.0,169.0,162.0,3.0,37.0,1.0
333,27.0,115.5,249.0,139.0,143.0,112.0,0.0,20.0,1.0
263,46.0,179.0,241.5,141.5,176.0,181.5,110.5,37.0,0.0
331,31.0,143.0,246.0,134.0,163.0,138.0,0.0,38.0,1.0
331,30.0,140.0,246.0,134.0,162.0,134.0,0.0,37.0,1.0
333,31.0,147.0,244.0,133.0,159.0,150.0,0.0,33.0,1.0
333,19.0,139.5,242.5,133.0,140.5,152.5,0.0,21.0,1.0
242,43.0,171.0,243.0,137.0,170.0,171.0,88.0,27.0,0.0
331,46.0,140.0,242.0,134.0,158.0,158.0,0.0,24.0,1.0
251,49.0,176.0,243.0,138.0,177.0,170.0,63.0,59.0,0.0
252,50.0,177.0,242.0,138.0,176.0,173.0,57.0,34.0,0.0
251,50.0,175.0,242.0,136.0,177.0,173.0,55.0,32.0,0.0
251,48.0,174.0,243.0,136.0,176.0,170.0,57.0,34.0,0.0
251,46.0,170.0,243.0,137.0,173.0,168.0,67.0,27.0,0.0
251,53.0,183.0,242.0,142.0,178.0,173.5,96.0,35.0,0.0
312,55.0,187.0,241.0,142.0,178.0,181.5,41.0,37.0,0.0
251,54.0,184.0,241.0,140.0,178.0,175.5,95.0,36.0,0.0
252,55.0,185.0,242.0,141.0,177.0,172.0,85.0,34.0,0.0
252,55.0,186.0,240.0,140.0,177.0,170.0,85.0,34.0,0.0
251,49.0,176.0,243.0,139.0,174.0,167.0,50.0,32.0,0.0
241,45.0,136.0,242.0,130.0,150.0,138.0,0.0,12.0,0.0
232,48.0,127.0,241.0,131.0,142.0,136.0,0.0,11.0,0.0
241,49.0,132.0,241.0,128.0,144.5,141.0,0.0,9.0,0.0
251,48.0,175.0,243.0,138.0,176.0,167.0,58.0,28.0,0.0
251,50.0,181.0,243.0,139.0,178.0,171.0,80.0,35.0,0.0
252,54.0,186.0,242.0,143.0,179.0,176.0,83.0,40.0,0.0
251,50.0,178.5,243.0,139.0,178.0,171.5,67.5,35.0,0.0
251,49.0,171.0,242.0,136.0,174.0,169.0,52.0,35.0,0.0
242,44.0,155.0,244.0,131.0,166.0,160.0,22.0,21.0,0.0
313,51.0,180.0,242.0,139.0,176.0,175.0,57.0,36.0,0.0
251,51.5,180.0,242.0,139.0,177.0,176.0,69.5,35.5,0.0
251,54.0,185.0,242.0,140.0,178.0,176.0,81.0,40.0,0.0
251,57.0,183.0,241.0,140.0,176.0,173.0,48.0,30.0,0.0
242,49.0,170.0,243.0,135.0,172.0,173.0,57.0,23.0,0.0
242,44.0,164.0,243.0,134.0,169.0,169.0,50.0,24.0,0.0
251,49.0,173.0,243.0,136.0,174.0,174.0,56.0,24.0,0.0
251,51.0,177.0,242.0,137.0,175.0,177.0,62.0,27.0,0.0
252,52.0,182.0,241.0,139.0,177.0,178.0,74.0,32.0,0.0
252,51.5,181.0,242.0,139.0,176.0,175.5,89.0,34.0,0.0
251,49.0,179.0,242.0,138.0,176.0,179.0,78.0,30.0,0.0
312,52.5,183.0,242.0,140.0,178.0,177.0,54.0,35.5,0.0
312,53.0,181.0,241.0,138.0,176.0,178.0,33.0,35.0,0.0
251,53.0,186.0,242.0,142.0,179.0,180.0,67.0,33.0,0.0
252,50.0,183.0,242.0,139.0,177.0,174.0,100.0,33.0,0.0
242,45.0,172.0,243.0,137.0,173.0,174.0,70.0,22.0,0.0
251,53.0,183.0,241.0,139.0,177.0,175.0,78.0,29.0,0.0
251,55.0,187.0,242.0,141.0,178.0,180.0,78.0,31.0,0.0
251,51.0,182.0,242.0,140.0,178.0,179.0,70.0,28.0,0.0
252,53.0,184.0,241.0,139.0,177.0,176.0,70.0,31.0,0.0
251,56.0,181.0,241.0,142.0,176.0,173.0,80.0,40.0,0.0
251,55.0,184.0,241.0,142.0,178.0,177.0,80.0,37.0,0.0
242,44.5,147.0,243.0,128.0,160.0,155.5,0.0,27.0,0.0
331,52.0,161.0,239.0,134.0,163.0,167.0,0.0,31.0,1.0
251,54.0,190.0,242.0,142.0,179.0,186.0,62.0,27.0,0.0
251,48.0,183.0,243.0,144.0,178.0,181.0,150.0,38.0,0.0
242,47.0,151.5,244.0,134.0,162.0,164.0,3.0,42.5,0.0
242,45.0,153.0,242.0,135.0,161.0,161.0,2.0,26.0,0.0
251,49.0,161.0,243.0,138.0,163.0,162.0,7.0,35.0,0.0
242,44.0,146.0,245.0,131.0,164.5,152.0,3.5,17.5,0.0
241,44.0,137.0,245.0,130.0,158.0,142.0,0.0,14.0,0.0
242,46.0,142.0,245.0,128.5,161.0,147.5,1.5,17.0,0.0
242,45.0,133.0,245.0,130.0,156.0,144.0,0.5,18.0,0.0
333,36.0,138.0,243.0,135.0,150.0,158.0,1.0,24.0,1.0
241,44.0,134.0,243.0,132.0,150.0,143.0,0.0,13.0,0.0
322,42.0,154.0,242.0,135.0,165.0,166.0,0.0,28.0,1.0
242,42.0,154.0,242.0,135.5,165.0,165.0,1.0,30.0,1.0
242,43.0,152.0,244.0,133.0,165.0,154.0,0.0,24.0,0.0
242,42.0,152.0,244.0,133.0,164.0,153.0,0.0,23.0,0.0
242,42.0,150.0,243.0,133.0,163.0,156.0,0.0,19.0,0.0
242,42.0,137.5,244.0,129.0,159.0,150.0,0.0,14.0,0.0
242,44.0,132.0,243.0,131.0,152.0,144.0,0.0,13.0,0.0
333,38.0,138.0,241.0,135.0,155.0,165.0,0.0,24.0,1.0
241,45.0,141.0,244.0,129.0,157.0,151.0,0.0,14.0,0.0
242,44.0,146.0,245.0,131.0,160.0,150.0,0.0,18.0,0.0
242,46.0,140.0,244.0,129.0,158.5,146.0,0.0,16.0,0.0
241,45.0,142.0,244.0,129.0,158.0,146.0,0.0,15.0,0.0
242,44.0,151.0,245.0,133.0,164.0,152.0,0.0,19.0,0.0
242,43.0,153.0,244.0,130.0,163.0,156.0,0.0,16.0,0.0
241,44.0,137.5,245.0,129.0,155.0,144.5,3.5,12.0,0.0
323,47.0,141.0,242.0,130.0,158.0,159.0,0.0,18.0,1.0
242,42.0,152.0,245.0,132.0,164.0,160.0,39.0,16.0,0.0
242,43.0,137.0,246.0,131.0,156.0,143.0,0.0,15.0,0.0
333,29.5,136.5,243.5,133.5,151.0,151.0,0.0,27.5,1.0
333,35.0,143.0,245.0,136.0,162.0,156.0,0.0,33.0,1.0
242,43.0,142.0,244.0,132.0,158.0,146.0,1.0,17.0,0.0
323,57.0,171.0,239.0,134.0,169.0,175.0,0.0,23.0,1.0
333,33.0,141.0,244.0,133.0,153.0,141.0,0.0,22.0,1.0
333,30.0,137.0,243.0,134.0,143.5,134.5,0.0,13.5,1.0
323,43.0,154.0,243.0,135.5,165.0,162.0,5.5,27.0,1.0
323,42.0,156.5,243.0,136.5,165.0,162.0,0.0,27.0,1.0
323,48.0,150.5,239.0,135.0,163.0,170.0,3.0,27.0,1.0
323,41.0,147.5,245.0,138.0,163.0,153.0,0.0,27.0,1.0
323,40.0,148.0,244.0,138.0,161.5,158.0,0.0,27.0,1.0
323,50.0,161.0,237.0,135.0,164.0,177.0,0.0,25.0,1.0
241,42.0,137.0,245.0,131.0,156.0,143.0,47.0,16.0,0.0
323,35.0,148.0,242.0,133.0,156.0,157.0,0.0,17.0,1.0
262,64.0,146.5,240.5,126.5,164.0,154.0,0.0,26.0,0.0
242,44.0,151.0,244.0,134.0,167.0,160.0,0.0,25.0,0.0
242,41.5,148.5,244.0,133.0,165.0,153.5,0.0,22.0,0.0
242,41.0,148.5,244.0,134.0,164.0,152.0,0.0,22.5,0.0
242,41.0,146.0,244.0,133.0,162.0,150.0,0.0,22.0,0.0
242,44.0,146.0,244.0,132.5,164.0,157.0,0.0,23.0,0.0
242,42.0,144.0,244.0,131.0,161.0,150.0,0.0,18.0,0.0
242,44.0,139.5,245.0,130.0,160.0,145.0,0.0,18.0,0.0
242,41.0,147.0,245.0,133.0,165.0,153.0,0.0,20.0,0.0
242,44.0,142.0,245.0,129.0,161.0,149.0,0.0,16.0,0.0
105,39.0,107.0,237.0,145.0,118.0,111.0,0.0,1.0,0.0
105,34.0,110.0,243.0,146.0,133.0,105.0,0.0,13.0,0.0
104,49.0,110.5,215.0,138.0,107.0,132.0,0.0,1.0,0.0
104,38.0,91.0,241.0,150.0,111.0,97.0,0.0,3.0,0.0
271,121.0,125.0,106.5,97.0,113.5,145.5,0.5,7.0,0.0
263,56.0,134.0,243.0,133.0,159.0,146.5,0.0,24.0,0.0
261,48.0,109.5,243.0,137.0,139.0,122.0,0.0,8.5,0.0
232,43.0,109.0,242.5,140.0,134.0,116.0,0.0,11.5,0.0
262,51.0,115.0,243.5,130.0,145.5,139.5,0.0,14.5,0.0
232,44.0,107.0,242.0,140.0,131.0,114.0,0.0,10.5,0.0
263,54.0,115.0,242.0,134.0,142.0,132.0,0.0,13.0,0.0
242,44.0,148.0,245.0,135.0,164.0,144.0,0.0,24.0,0.0
262,64.0,158.0,241.0,133.5,168.5,159.5,0.0,31.0,0.0
262,67.0,160.0,240.0,135.0,168.0,160.0,0.0,32.5,0.0
263,61.0,163.0,241.0,137.0,167.0,154.0,0.0,35.0,0.0
271,44.0,92.0,244.0,146.0,126.5,107.0,0.0,7.0,0.0
321,49.0,150.0,244.0,133.0,164.0,157.0,0.0,19.0,1.0
323,49.0,162.0,241.0,134.0,168.0,170.0,0.0,23.0,1.0
313,44.5,157.5,242.0,137.0,168.0,158.0,9.0,33.0,0.0
332,45.0,132.0,245.0,134.0,157.5,140.5,0.0,30.5,1.0
101,50.0,118.0,236.0,140.0,136.0,129.0,0.0,15.0,0.0
251,53.0,115.0,242.0,141.5,143.5,131.5,0.0,22.0,0.0
263,54.0,159.0,242.0,143.0,160.0,153.0,1.0,13.0,0.0
263,44.5,141.0,242.0,131.0,154.0,137.5,0.0,13.0,0.0
104,138.0,149.0,78.0,77.0,102.0,92.0,3.0,1.0,0.0
104,103.0,126.5,128.0,103.0,104.0,102.0,1.5,1.0,0.0
104,23.0,125.0,234.0,135.0,104.0,88.0,0.0,1.0,0.0
104,31.0,120.0,235.0,133.0,104.0,58.0,0.0,1.0,0.0
104,100.0,129.0,126.0,109.0,110.0,89.0,0.0,1.0,0.0
104,33.0,113.0,237.0,139.0,105.0,85.0,0.0,1.0,0.0
104,34.0,112.0,236.0,140.0,106.0,86.0,0.0,1.0,0.0
241,44.0,146.0,244.0,133.0,160.0,152.0,7.0,19.0,0.0
241,42.0,145.0,244.0,133.0,159.0,151.0,10.0,19.0,0.0
242,43.0,152.0,244.0,134.0,163.0,156.0,32.0,23.0,0.0
242,43.0,157.0,244.0,133.0,169.5,164.5,40.5,20.5,0.0
242,45.0,174.0,243.0,136.0,177.0,175.0,67.0,24.0,0.0
242,46.0,175.0,243.0,138.0,177.0,179.0,54.0,22.0,0.0
251,46.0,176.0,243.0,137.0,177.0,179.0,55.5,24.0,0.0
242,45.0,174.0,243.0,136.0,176.0,177.0,63.0,24.0,0.0
242,43.0,172.5,243.0,137.0,176.0,175.0,97.5,21.5,0.0
242,39.0,168.0,243.0,138.0,175.0,173.0,121.0,26.0,0.0
242,40.0,166.0,243.0,137.0,172.0,169.0,123.0,23.0,0.0
262,40.0,166.0,243.0,137.0,172.0,167.0,123.0,23.0,0.0
242,42.0,172.0,243.0,136.0,176.0,179.0,129.0,24.0,0.0
242,45.0,176.0,242.0,137.0,177.0,181.0,71.0,22.0,0.0
333,55.0,170.0,233.0,133.0,161.0,200.0,2.0,19.0,1.0
333,49.0,155.0,237.0,137.0,164.0,178.0,0.0,28.0,1.0
333,40.0,163.0,238.0,134.0,166.0,192.0,1.0,23.0,1.0
241,42.0,128.5,243.0,131.0,145.0,137.5,0.0,9.0,0.0
241,46.0,129.0,241.0,128.0,142.0,139.0,0.0,8.0,0.0
241,48.0,128.0,242.0,130.0,144.0,135.0,0.0,10.0,0.0
241,45.0,127.0,243.0,129.0,144.0,136.0,0.0,8.0,0.0
241,45.0,122.0,242.0,133.0,140.0,129.0,2.0,8.0,0.0
241,43.0,136.0,243.0,130.0,150.0,136.0,0.0,13.0,0.0
242,44.0,157.0,243.0,135.0,163.0,163.0,52.0,21.0,0.0
241,49.0,133.0,242.0,132.0,148.0,147.0,20.0,13.0,0.0
242,38.0,156.0,242.0,135.0,157.0,171.0,45.0,20.0,0.0
101,41.0,118.0,243.0,141.0,139.0,125.0,5.0,12.0,0.0
242,47.0,137.0,244.0,127.0,151.0,153.5,0.0,14.0,0.0
242,46.0,137.0,243.0,130.0,147.0,154.0,0.0,13.0,0.0
241,51.0,133.0,243.0,127.0,150.0,141.0,0.0,13.0,0.0
242,48.0,134.0,243.0,126.0,150.0,144.0,0.0,12.0,0.0
241,50.5,134.0,243.0,128.5,150.0,150.5,0.0,15.0,0.0
242,45.0,138.0,244.0,130.0,157.0,140.0,0.0,16.0,0.0
241,42.0,129.0,244.0,132.0,145.0,133.0,2.0,9.0,0.0
241,43.0,144.0,245.0,130.0,155.0,144.0,26.0,19.0,0.0
242,40.0,152.0,245.0,133.5,165.0,150.0,52.5,18.0,0.0
242,40.0,151.0,245.0,134.0,164.0,147.0,53.0,19.0,0.0
263,43.0,156.0,243.0,135.0,169.0,158.0,60.0,36.0,1.0
323,38.0,155.5,244.0,137.0,167.0,155.0,3.0,39.5,1.0
242,43.0,164.0,243.0,136.0,167.0,162.0,65.0,35.0,0.0
241,46.0,133.0,242.0,129.0,146.0,139.0,7.0,15.0,0.0
241,45.5,129.0,242.0,130.0,145.0,137.0,0.0,20.0,0.0
241,44.0,130.0,243.0,128.0,145.0,136.0,0.0,13.0,0.0
241,44.0,132.0,244.0,129.0,150.0,135.0,0.0,14.0,0.0
241,43.0,140.0,246.0,133.0,153.0,128.0,48.0,19.0,0.0
241,44.0,130.0,244.0,129.0,148.0,134.0,0.0,14.0,0.0
241,43.0,134.0,244.0,126.0,150.0,137.0,0.0,13.5,0.0
241,41.0,136.0,245.0,129.0,153.0,136.0,0.0,16.0,0.0
241,42.0,136.0,244.0,127.0,152.0,138.0,0.0,13.0,0.0
241,43.0,135.0,244.0,127.0,151.0,136.0,0.0,15.0,0.0
241,43.0,134.0,245.0,128.0,150.0,134.0,0.0,10.0,0.0
104,38.0,113.0,242.0,144.0,130.0,115.0,0.0,7.0,0.0
241,41.0,133.0,244.0,131.0,152.0,131.0,0.0,16.0,0.0
241,40.0,135.0,244.0,131.0,153.0,135.0,5.0,13.0,0.0
242,40.0,159.0,244.0,134.0,169.0,160.0,70.0,19.0,0.0
242,40.0,163.0,244.0,134.0,169.0,163.0,67.5,17.0,0.0
242,42.0,157.0,245.0,135.0,168.0,163.0,68.5,18.0,0.0
321,45.0,156.0,243.0,132.0,163.0,165.0,0.0,22.0,1.0
241,44.0,126.0,244.0,129.0,144.0,132.0,0.0,13.0,0.0
241,48.0,128.0,243.0,130.0,145.0,135.0,0.0,11.0,0.0
241,44.0,127.0,244.0,129.0,146.5,133.0,0.0,12.0,0.0
242,40.0,137.0,246.0,131.0,152.5,131.0,33.5,9.0,0.0
241,40.0,130.0,245.0,130.0,143.0,121.0,35.0,7.0,0.0
241,42.0,126.0,244.0,134.0,143.0,128.0,0.0,10.0,0.0
241,43.0,125.0,244.0,134.0,141.0,128.0,0.0,10.0,0.0
241,41.0,135.0,244.5,130.0,151.0,135.0,0.0,16.0,0.0
241,42.0,129.0,244.0,132.0,147.5,132.5,0.0,9.0,0.0
241,43.0,130.0,244.0,130.0,147.0,135.0,0.0,8.0,0.0
241,39.0,137.0,246.0,131.0,155.0,131.0,0.0,20.0,0.0
241,39.0,137.0,245.0,130.0,154.0,134.0,0.0,21.0,0.0
241,42.0,145.0,245.0,133.0,156.0,128.0,35.0,16.0,0.0
333,43.0,155.0,244.0,136.0,166.0,164.0,0.0,24.0,1.0
242,45.0,157.0,244.0,132.0,165.0,144.0,38.0,22.0,0.0
242,50.0,167.0,243.0,135.0,170.0,165.0,70.0,28.0,0.0
242,49.0,169.0,243.0,136.0,172.0,167.0,73.0,26.0,0.0
242,50.0,164.0,243.0,135.0,169.0,163.0,72.0,29.0,0.0
242,43.0,167.0,243.0,137.0,170.0,165.0,78.0,23.0,0.0
333,42.0,145.0,240.0,133.0,152.0,157.0,0.0,25.0,1.0
333,41.0,144.0,240.0,131.0,150.0,153.0,0.0,21.0,1.0
263,45.5,173.5,243.0,140.0,176.0,167.5,105.0,41.5,0.0
242,53.0,159.0,243.0,134.0,163.0,155.0,65.0,29.0,0.0
322,47.5,163.5,242.0,135.0,167.0,160.5,0.0,34.5,1.0
241,47.0,125.0,242.0,127.0,144.0,136.0,0.0,8.0,0.0
241,48.0,125.0,242.0,128.0,145.0,137.0,0.0,6.0,0.0
241,45.0,127.0,243.0,130.0,145.0,132.5,0.0,8.0,0.0
241,44.0,130.0,244.0,128.0,151.0,135.0,0.0,9.0,0.0
241,45.0,131.0,243.5,128.0,151.5,136.0,0.0,10.0,0.0
251,46.0,160.0,243.0,133.0,169.0,158.0,1.0,22.0,0.0
242,48.0,174.0,244.0,140.0,174.0,169.0,77.0,19.0,0.0
251,44.0,168.0,244.0,137.0,175.0,162.0,72.0,26.0,0.0
251,54.0,185.0,243.0,143.0,179.0,172.0,89.0,28.0,0.0
251,45.5,172.0,244.0,138.0,175.0,168.5,71.5,24.0,0.0
242,44.0,167.0,245.0,138.0,173.0,165.0,78.0,17.0,0.0
242,47.0,163.0,244.0,137.0,170.0,158.0,60.0,16.0,0.0
242,50.0,159.0,245.0,135.0,170.0,156.0,64.0,16.0,0.0
241,46.5,133.0,245.5,130.5,150.0,139.0,32.0,13.0,0.0
241,43.0,130.0,244.0,131.0,145.0,136.0,26.0,10.0,0.0
241,42.0,125.0,243.0,131.0,141.5,129.0,18.0,9.0,0.0
242,39.0,150.0,245.0,133.0,165.0,148.0,36.0,21.0,0.0
242,41.0,151.0,245.0,134.0,163.0,148.0,36.0,20.0,0.0
241,44.0,137.0,244.0,131.0,151.0,137.0,0.0,22.0,0.0
241,47.0,132.0,243.0,129.0,146.0,138.0,0.0,19.0,0.0
241,45.0,129.0,243.0,130.0,143.0,134.0,0.0,15.0,0.0
241,44.0,129.0,243.0,133.0,144.0,133.0,0.0,14.0,0.0
241,42.0,128.0,244.0,131.0,144.0,130.0,0.0,13.0,0.0
262,47.0,130.0,243.0,129.0,149.0,151.0,0.0,22.0,0.0
241,45.0,125.0,245.0,135.0,143.0,119.0,35.0,16.0,0.0
241,43.0,125.0,245.0,134.0,140.5,118.0,27.5,16.0,0.0
232,44.0,125.0,244.0,133.0,140.0,122.0,18.5,15.0,0.0
241,43.0,128.0,244.0,132.0,143.0,116.0,23.0,16.0,0.0
242,43.0,134.0,245.0,132.0,146.0,117.0,28.0,18.0,0.0
241,42.0,131.0,245.0,131.0,144.0,116.0,28.0,17.0,0.0
241,42.0,136.0,245.0,131.0,148.0,119.0,30.0,21.0,0.0
241,43.0,134.0,245.0,130.0,148.0,122.0,21.0,17.0,0.0
241,43.0,141.0,245.0,130.0,156.0,129.0,30.0,20.0,0.0
241,42.0,135.0,245.0,129.0,149.5,122.5,31.0,19.0,0.0
241,41.0,136.5,244.0,131.0,151.0,127.0,12.5,17.0,0.0
242,37.0,139.0,245.0,129.5,157.5,141.0,7.5,11.0,0.0
242,39.0,150.0,245.0,132.0,165.0,149.0,47.0,17.0,0.0
242,41.0,155.0,244.0,132.0,170.0,164.0,48.0,20.0,0.0
242,40.0,153.0,244.0,133.0,156.0,159.0,57.0,30.0,0.0
242,42.0,159.5,245.0,134.0,169.0,157.5,73.5,21.0,0.0
242,44.0,159.0,245.0,134.0,169.0,160.0,67.0,21.0,0.0
241,44.0,144.0,245.0,134.0,156.0,144.0,43.0,17.0,0.0
104,34.0,113.0,242.0,142.0,121.0,112.0,0.0,4.0,0.0
232,35.5,116.0,243.0,142.0,132.0,118.5,0.0,6.5,0.0
241,39.5,127.5,244.0,134.0,145.0,124.0,0.0,10.0,0.0
241,41.0,112.0,242.0,142.0,128.0,117.0,12.0,8.0,0.0
101,40.0,113.5,243.0,143.0,129.0,117.5,9.0,10.0,0.0
101,41.0,112.0,243.0,142.0,129.0,116.0,10.0,10.0,0.0
241,44.0,119.0,242.0,139.0,134.0,124.0,0.0,6.0,0.0
242,45.0,141.0,245.0,133.0,154.0,131.0,30.0,24.0,0.0
323,40.0,146.0,243.0,132.5,157.5,154.5,0.0,20.0,1.0
242,46.0,170.0,243.0,136.0,173.0,167.0,74.0,26.5,0.0
321,48.0,170.5,243.0,135.0,172.0,170.0,0.0,24.0,1.0
333,49.5,162.0,241.0,133.5,163.0,164.0,0.0,30.0,1.0
323,46.0,155.0,240.0,133.0,160.0,173.0,0.0,21.0,1.0
242,43.0,166.0,244.0,137.0,167.0,161.0,80.0,26.0,0.0
263,49.0,181.5,242.0,143.5,178.5,172.5,41.5,46.0,0.0
263,47.0,179.0,243.0,143.0,177.0,172.0,107.0,42.0,0.0
242,43.0,166.0,244.0,136.0,166.0,160.0,76.5,26.0,0.0
242,43.5,154.5,244.0,133.0,163.5,161.5,35.5,21.0,0.0
242,43.0,160.0,244.0,132.0,171.0,167.0,42.0,21.0,0.0
242,45.0,169.5,242.5,136.0,176.0,172.5,63.5,22.5,0.0
242,45.0,176.0,243.0,138.0,178.0,177.0,59.0,23.0,0.0
242,45.0,176.0,243.0,136.0,177.0,176.0,62.5,21.5,0.0
242,46.0,175.0,243.0,137.0,177.0,178.0,53.0,22.0,0.0
242,45.0,175.0,243.0,137.0,176.0,178.0,68.0,25.0,0.0
242,45.0,174.0,243.0,135.0,176.0,177.0,59.0,23.0,0.0
251,45.0,175.0,243.0,137.0,176.0,176.0,61.0,23.0,0.0
242,42.0,171.0,243.0,137.0,176.0,176.0,81.0,22.0,0.0
242,45.0,172.0,243.0,138.0,174.0,175.5,66.0,16.0,0.0
101,47.0,127.0,241.0,135.0,144.0,138.0,3.0,10.0,0.0
101,47.0,132.5,241.0,134.5,149.5,142.0,2.5,14.5,0.0
333,48.0,153.0,237.0,135.0,163.0,177.0,0.0,28.0,1.0
333,46.0,157.5,237.0,135.0,169.0,183.0,0.0,31.0,1.0
323,47.5,164.0,238.0,134.0,164.0,185.0,3.5,25.0,1.0
262,54.0,128.0,244.0,130.0,149.0,132.0,0.0,11.0,0.0
262,43.0,124.0,244.0,131.0,147.0,125.0,0.0,9.0,0.0
271,43.0,116.0,246.0,135.0,139.5,120.0,0.0,2.0,0.0
261,49.0,112.0,243.0,132.0,135.5,117.0,0.0,8.0,0.0
261,49.0,110.0,243.0,132.0,136.0,119.0,0.0,5.0,0.0
261,48.0,109.0,243.0,132.0,135.0,124.0,0.0,7.0,0.0
271,42.5,97.5,237.0,147.5,109.0,127.0,0.0,2.5,0.0
271,42.0,89.5,238.5,151.5,108.5,131.5,1.0,2.0,0.0
271,71.0,100.0,194.0,135.0,109.0,131.0,0.0,4.0,0.0
262,53.0,112.0,244.0,136.0,138.0,124.0,0.0,11.0,0.0
262,49.0,125.0,244.0,131.0,148.0,129.0,0.0,13.0,0.0
271,44.5,118.0,243.0,136.0,145.0,123.0,0.0,7.5,0.0
261,48.0,110.0,242.0,135.0,137.0,123.0,0.0,12.0,0.0
261,47.0,110.0,244.0,136.0,135.0,120.0,0.0,9.0,0.0
261,47.5,111.0,244.0,135.5,134.5,116.5,0.0,8.5,0.0
